Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AOS,1984-03-15,0.000000,0.784722,0.784722,0.784722,0.336838,45000
AOS,1984-03-16,0.000000,0.798611,0.791667,0.798611,0.342800,52200
AOS,1984-03-19,0.000000,0.791667,0.791667,0.791667,0.339819,43200
AOS,1984-03-20,0.000000,0.791667,0.777778,0.777778,0.333857,135000
AOS,1984-03-21,0.000000,0.791667,0.777778,0.791667,0.339819,16200
AOS,1984-03-22,0.000000,0.791667,0.784722,0.791667,0.339819,57600
AOS,1984-03-23,0.000000,0.798611,0.784722,0.791667,0.339819,21600
AOS,1984-03-26,0.000000,0.916667,0.812500,0.909722,0.390494,84600
AOS,1984-03-27,0.000000,0.930556,0.902778,0.902778,0.387513,54000
AOS,1984-03-28,0.000000,0.895833,0.888889,0.888889,0.381551,21600
AOS,1984-03-29,0.000000,0.895833,0.895833,0.895833,0.384532,5400
AOS,1984-03-30,0.000000,0.895833,0.881944,0.881944,0.378570,18000
AOS,1984-04-02,0.000000,0.895833,0.881944,0.881944,0.378570,21600
AOS,1984-04-03,0.000000,0.881944,0.868056,0.868056,0.372609,21600
AOS,1984-04-04,0.000000,0.861111,0.847222,0.847222,0.363666,18000
AOS,1984-04-05,0.000000,0.840278,0.819444,0.819444,0.351742,28800
AOS,1984-04-06,0.000000,0.805556,0.777778,0.777778,0.333857,43200
AOS,1984-04-09,0.000000,0.798611,0.791667,0.798611,0.342800,54000
AOS,1984-04-10,0.000000,0.805556,0.791667,0.805556,0.345781,37800
AOS,1984-04-11,0.000000,0.798611,0.798611,0.798611,0.342800,3600
AOS,1984-04-12,0.000000,0.833333,0.798611,0.819444,0.351742,54000
AOS,1984-04-13,0.000000,0.854167,0.833333,0.840278,0.360685,21600
AOS,1984-04-16,0.000000,0.854167,0.847222,0.854167,0.366647,12600
AOS,1984-04-17,0.000000,0.875000,0.861111,0.875000,0.375589,27000
AOS,1984-04-18,0.000000,0.895833,0.875000,0.888889,0.381551,41400
AOS,1984-04-19,0.000000,0.923611,0.895833,0.909722,0.390494,108000
AOS,1984-04-23,0.000000,0.902778,0.881944,0.881944,0.378570,10800
AOS,1984-04-24,0.000000,0.861111,0.861111,0.861111,0.369627,1800
AOS,1984-04-25,0.000000,0.875000,0.854167,0.854167,0.366647,10800
AOS,1984-04-26,0.000000,0.861111,0.854167,0.854167,0.366647,14400
AOS,1984-04-27,0.000000,0.888889,0.875000,0.888889,0.381551,28800
AOS,1984-04-30,0.888889,0.888889,0.888889,0.888889,0.381551,0
AOS,1984-05-01,0.000000,0.909722,0.902778,0.909722,0.390494,5400
AOS,1984-05-02,0.000000,0.909722,0.909722,0.909722,0.390494,18000
AOS,1984-05-03,0.000000,0.916667,0.916667,0.916667,0.393475,7200
AOS,1984-05-04,0.000000,0.923611,0.923611,0.923611,0.396455,10800
AOS,1984-05-07,0.000000,0.930556,0.923611,0.930556,0.399436,9000
AOS,1984-05-08,0.000000,0.937500,0.923611,0.923611,0.396455,54000
AOS,1984-05-09,0.000000,0.923611,0.916667,0.916667,0.393475,19800
AOS,1984-05-10,0.000000,0.923611,0.916667,0.916667,0.393475,5400
AOS,1984-05-11,0.000000,0.909722,0.875000,0.875000,0.375589,30600
AOS,1984-05-14,0.000000,0.868056,0.868056,0.868056,0.372609,3600
AOS,1984-05-15,0.000000,0.868056,0.847222,0.847222,0.363666,25200
AOS,1984-05-16,0.000000,0.840278,0.840278,0.840278,0.360685,1800
AOS,1984-05-17,0.000000,0.833333,0.819444,0.826389,0.354723,9000
AOS,1984-05-18,0.000000,0.812500,0.812500,0.812500,0.348762,9000
AOS,1984-05-21,0.000000,0.798611,0.777778,0.777778,0.333857,43200
AOS,1984-05-22,0.000000,0.777778,0.770833,0.770833,0.330876,10800
AOS,1984-05-23,0.000000,0.784722,0.770833,0.770833,0.330876,12600
AOS,1984-05-24,0.000000,0.791667,0.784722,0.784722,0.336838,27000
AOS,1984-05-25,0.000000,0.777778,0.763889,0.777778,0.333857,81000
AOS,1984-05-29,0.000000,0.777778,0.736111,0.736111,0.315972,32400
AOS,1984-05-30,0.000000,0.750000,0.736111,0.750000,0.321934,5400
AOS,1984-05-31,0.000000,0.750000,0.750000,0.750000,0.321934,9000
AOS,1984-06-01,0.000000,0.770833,0.756944,0.770833,0.330876,16200
AOS,1984-06-04,0.000000,0.784722,0.770833,0.784722,0.336838,21600
AOS,1984-06-05,0.000000,0.784722,0.784722,0.784722,0.336838,9000
AOS,1984-06-06,0.000000,0.791667,0.784722,0.784722,0.336838,19800
AOS,1984-06-07,0.000000,0.784722,0.784722,0.784722,0.336838,3600
AOS,1984-06-08,0.000000,0.798611,0.798611,0.798611,0.342800,5400
AOS,1984-06-11,0.000000,0.798611,0.798611,0.798611,0.342800,3600
AOS,1984-06-12,0.000000,0.805556,0.791667,0.791667,0.339819,19800
AOS,1984-06-13,0.000000,0.805556,0.791667,0.791667,0.339819,21600
AOS,1984-06-14,0.791667,0.791667,0.791667,0.791667,0.339819,0
AOS,1984-06-15,0.000000,0.805556,0.805556,0.805556,0.345781,5400
AOS,1984-06-18,0.000000,0.791667,0.791667,0.791667,0.339819,3600
AOS,1984-06-19,0.000000,0.791667,0.791667,0.791667,0.339819,1800
AOS,1984-06-20,0.000000,0.777778,0.763889,0.763889,0.327895,18000
AOS,1984-06-21,0.000000,0.756944,0.750000,0.750000,0.321934,5400
AOS,1984-06-22,0.000000,0.763889,0.756944,0.756944,0.324914,9000
AOS,1984-06-25,0.000000,0.756944,0.750000,0.750000,0.321934,7200
AOS,1984-06-26,0.000000,0.743056,0.687500,0.687500,0.295106,50400
AOS,1984-06-27,0.000000,0.673611,0.618056,0.618056,0.265297,451800
AOS,1984-06-28,0.000000,0.631944,0.597222,0.611111,0.262316,115200
AOS,1984-06-29,0.000000,0.611111,0.597222,0.604167,0.259336,360000
AOS,1984-07-02,0.000000,0.638889,0.618056,0.638889,0.274240,75600
AOS,1984-07-03,0.000000,0.652778,0.631944,0.652778,0.280202,27000
AOS,1984-07-05,0.652778,0.652778,0.652778,0.652778,0.280202,0
AOS,1984-07-06,0.000000,0.645833,0.625000,0.631944,0.271259,93600
AOS,1984-07-09,0.000000,0.625000,0.625000,0.625000,0.268278,5400
AOS,1984-07-10,0.000000,0.631944,0.618056,0.631944,0.271259,12600
AOS,1984-07-11,0.000000,0.618056,0.618056,0.618056,0.265297,243000
AOS,1984-07-12,0.000000,0.590278,0.590278,0.590278,0.253374,1800
AOS,1984-07-13,0.000000,0.597222,0.597222,0.597222,0.256355,18000
AOS,1984-07-16,0.000000,0.590278,0.583333,0.583333,0.250393,181800
AOS,1984-07-17,0.000000,0.597222,0.590278,0.590278,0.253374,7200
AOS,1984-07-18,0.000000,0.618056,0.597222,0.611111,0.262316,50400
AOS,1984-07-19,0.000000,0.645833,0.611111,0.631944,0.271259,32400
AOS,1984-07-20,0.000000,0.645833,0.611111,0.618056,0.265297,34200
AOS,1984-07-23,0.000000,0.611111,0.611111,0.611111,0.262316,18000
AOS,1984-07-24,0.000000,0.604167,0.597222,0.604167,0.259336,10800
AOS,1984-07-25,0.604167,0.604167,0.604167,0.604167,0.259336,0
AOS,1984-07-26,0.604167,0.604167,0.604167,0.604167,0.259336,0
AOS,1984-07-27,0.000000,0.590278,0.590278,0.590278,0.253374,3600
AOS,1984-07-30,0.000000,0.583333,0.555556,0.555556,0.238469,36000
AOS,1984-07-31,0.000000,0.555556,0.541667,0.555556,0.238469,25200
AOS,1984-08-01,0.000000,0.604167,0.562500,0.604167,0.259336,82800
AOS,1984-08-02,0.000000,0.611111,0.590278,0.611111,0.262316,93600
AOS,1984-08-03,0.000000,0.680556,0.638889,0.680556,0.292125,255600
AOS,1984-08-06,0.000000,0.701389,0.659722,0.659722,0.283182,133200
AOS,1984-08-07,0.000000,0.659722,0.625000,0.631944,0.271259,70200
AOS,1984-08-08,0.000000,0.645833,0.631944,0.631944,0.271259,136800
AOS,1984-08-09,0.000000,0.638889,0.631944,0.638889,0.274240,36000
AOS,1984-08-10,0.000000,0.659722,0.618056,0.625000,0.268278,180000
AOS,1984-08-13,0.000000,0.680556,0.638889,0.680556,0.292125,111600
AOS,1984-08-14,0.000000,0.694444,0.680556,0.694444,0.298087,90000
AOS,1984-08-15,0.000000,0.715278,0.701389,0.715278,0.307030,36000
AOS,1984-08-16,0.000000,0.722222,0.708333,0.708333,0.304048,48600
AOS,1984-08-17,0.000000,0.715278,0.694444,0.715278,0.307030,25200
AOS,1984-08-20,0.000000,0.722222,0.708333,0.715278,0.307030,61200
AOS,1984-08-21,0.000000,0.736111,0.715278,0.715278,0.307030,90000
AOS,1984-08-22,0.000000,0.715278,0.687500,0.687500,0.295106,28800
AOS,1984-08-23,0.000000,0.687500,0.673611,0.673611,0.289144,37800
AOS,1984-08-24,0.000000,0.680556,0.666667,0.666667,0.286163,50400
AOS,1984-08-27,0.000000,0.701389,0.673611,0.701389,0.301068,28800
AOS,1984-08-28,0.000000,0.708333,0.638889,0.666667,0.286163,142200
AOS,1984-08-29,0.000000,0.673611,0.659722,0.659722,0.283182,25200
AOS,1984-08-30,0.000000,0.673611,0.659722,0.666667,0.286163,18000
AOS,1984-08-31,0.000000,0.673611,0.666667,0.666667,0.286163,21600
AOS,1984-09-04,0.000000,0.673611,0.659722,0.673611,0.289144,10800
AOS,1984-09-05,0.000000,0.673611,0.673611,0.673611,0.289144,5400
AOS,1984-09-06,0.000000,0.680556,0.666667,0.680556,0.292125,19800
AOS,1984-09-07,0.673611,0.680556,0.673611,0.673611,0.289144,14400
AOS,1984-09-10,0.673611,0.680556,0.666667,0.680556,0.292125,10800
AOS,1984-09-11,0.673611,0.673611,0.666667,0.673611,0.289144,57600
AOS,1984-09-12,0.673611,0.673611,0.652778,0.652778,0.280202,63000
AOS,1984-09-13,0.652778,0.659722,0.652778,0.659722,0.283182,19800
AOS,1984-09-14,0.659722,0.687500,0.659722,0.680556,0.292125,100800
AOS,1984-09-17,0.680556,0.694444,0.673611,0.687500,0.295106,32400
AOS,1984-09-18,0.680556,0.680556,0.680556,0.680556,0.292125,9000
AOS,1984-09-19,0.680556,0.694444,0.680556,0.687500,0.295106,63000
AOS,1984-09-20,0.687500,0.694444,0.687500,0.694444,0.298087,95400
AOS,1984-09-21,0.694444,0.694444,0.687500,0.687500,0.295106,16200
AOS,1984-09-24,0.687500,0.687500,0.687500,0.687500,0.295106,23400
AOS,1984-09-25,0.694444,0.694444,0.694444,0.694444,0.298087,37800
AOS,1984-09-26,0.694444,0.715278,0.687500,0.708333,0.304048,46800
AOS,1984-09-27,0.708333,0.736111,0.701389,0.736111,0.315972,108000
AOS,1984-09-28,0.736111,0.756944,0.722222,0.750000,0.321934,72000
AOS,1984-10-01,0.750000,0.756944,0.722222,0.722222,0.310010,70200
AOS,1984-10-02,0.722222,0.750000,0.722222,0.743056,0.318953,32400
AOS,1984-10-03,0.736111,0.736111,0.729167,0.736111,0.315972,19800
AOS,1984-10-04,0.729167,0.729167,0.722222,0.729167,0.312991,28800
AOS,1984-10-05,0.729167,0.729167,0.722222,0.729167,0.312991,5400
AOS,1984-10-08,0.729167,0.750000,0.722222,0.736111,0.315972,77400
AOS,1984-10-09,0.736111,0.736111,0.729167,0.729167,0.312991,63000
AOS,1984-10-10,0.729167,0.736111,0.729167,0.736111,0.315972,27000
AOS,1984-10-11,0.729167,0.729167,0.680556,0.680556,0.292125,208800
AOS,1984-10-12,0.680556,0.694444,0.680556,0.694444,0.298087,34200
AOS,1984-10-15,0.694444,0.701389,0.687500,0.687500,0.295106,30600
AOS,1984-10-16,0.687500,0.687500,0.687500,0.687500,0.295106,21600
AOS,1984-10-17,0.687500,0.687500,0.687500,0.687500,0.295106,14400
AOS,1984-10-18,0.687500,0.694444,0.687500,0.694444,0.298087,36000
AOS,1984-10-19,0.701389,0.708333,0.701389,0.701389,0.301068,57600
AOS,1984-10-22,0.701389,0.701389,0.701389,0.701389,0.301068,10800
AOS,1984-10-23,0.701389,0.701389,0.701389,0.701389,0.301068,9000
AOS,1984-10-24,0.701389,0.701389,0.687500,0.687500,0.295106,18000
AOS,1984-10-25,0.680556,0.680556,0.666667,0.666667,0.286163,43200
AOS,1984-10-26,0.659722,0.659722,0.659722,0.659722,0.283182,28800
AOS,1984-10-29,0.666667,0.680556,0.666667,0.680556,0.292125,18000
AOS,1984-10-30,0.680556,0.687500,0.680556,0.687500,0.295106,19800
AOS,1984-10-31,0.680556,0.680556,0.673611,0.673611,0.289144,54000
AOS,1984-11-01,0.673611,0.687500,0.673611,0.687500,0.295106,32400
AOS,1984-11-02,0.687500,0.687500,0.673611,0.680556,0.292125,19800
AOS,1984-11-05,0.680556,0.680556,0.673611,0.673611,0.289144,27000
AOS,1984-11-06,0.666667,0.666667,0.666667,0.666667,0.286163,9000
AOS,1984-11-07,0.666667,0.673611,0.659722,0.666667,0.286163,30600
AOS,1984-11-08,0.659722,0.659722,0.652778,0.652778,0.280202,10800
AOS,1984-11-09,0.659722,0.659722,0.659722,0.659722,0.283182,5400
AOS,1984-11-12,0.659722,0.659722,0.638889,0.638889,0.274240,21600
AOS,1984-11-13,0.638889,0.638889,0.631944,0.631944,0.271259,27000
AOS,1984-11-14,0.625000,0.625000,0.618056,0.625000,0.268278,54000
AOS,1984-11-15,0.618056,0.618056,0.611111,0.618056,0.265297,16200
AOS,1984-11-16,0.618056,0.625000,0.604167,0.611111,0.262316,32400
AOS,1984-11-19,0.597222,0.597222,0.562500,0.576389,0.247412,68400
AOS,1984-11-20,0.569444,0.569444,0.555556,0.562500,0.241450,68400
AOS,1984-11-21,0.583333,0.701389,0.583333,0.701389,0.301068,136800
AOS,1984-11-23,0.722222,0.763889,0.722222,0.763889,0.327895,52200
AOS,1984-11-26,0.763889,0.770833,0.722222,0.722222,0.310010,63000
AOS,1984-11-27,0.722222,0.736111,0.722222,0.729167,0.312991,45000
AOS,1984-11-28,0.722222,0.722222,0.722222,0.722222,0.310010,14400
AOS,1984-11-29,0.722222,0.722222,0.722222,0.722222,0.310010,1800
AOS,1984-11-30,0.722222,0.736111,0.722222,0.729167,0.312991,84600
AOS,1984-12-03,0.722222,0.722222,0.722222,0.722222,0.310010,5400
AOS,1984-12-04,0.715278,0.715278,0.701389,0.701389,0.301068,14400
AOS,1984-12-05,0.701389,0.715278,0.701389,0.701389,0.301068,70200
AOS,1984-12-06,0.701389,0.708333,0.701389,0.701389,0.301068,7200
AOS,1984-12-07,0.701389,0.708333,0.701389,0.708333,0.304048,7200
AOS,1984-12-10,0.708333,0.708333,0.701389,0.708333,0.304048,12600
AOS,1984-12-11,0.694444,0.694444,0.694444,0.694444,0.298087,7200
AOS,1984-12-12,0.694444,0.694444,0.694444,0.694444,0.298087,23400
AOS,1984-12-13,0.694444,0.694444,0.694444,0.694444,0.298087,3600
AOS,1984-12-14,0.701389,0.708333,0.701389,0.701389,0.301068,18000
AOS,1984-12-17,0.701389,0.701389,0.701389,0.701389,0.301068,3600
AOS,1984-12-18,0.701389,0.715278,0.701389,0.708333,0.304048,34200
AOS,1984-12-19,0.701389,0.701389,0.687500,0.701389,0.301068,72000
AOS,1984-12-20,0.694444,0.694444,0.673611,0.673611,0.289144,23400
AOS,1984-12-21,0.673611,0.687500,0.666667,0.666667,0.286163,37800
AOS,1984-12-24,0.666667,0.680556,0.652778,0.652778,0.280202,37800
AOS,1984-12-26,0.652778,0.666667,0.652778,0.652778,0.280202,16200
AOS,1984-12-27,0.652778,0.652778,0.638889,0.652778,0.280202,14400
AOS,1984-12-28,0.652778,0.659722,0.638889,0.652778,0.280202,59400
AOS,1984-12-31,0.652778,0.659722,0.631944,0.631944,0.271259,54000
AOS,1985-01-02,0.638889,0.638889,0.638889,0.638889,0.274240,7200
AOS,1985-01-03,0.645833,0.687500,0.645833,0.687500,0.295106,158400
AOS,1985-01-04,0.687500,0.701389,0.687500,0.701389,0.301068,25200
AOS,1985-01-07,0.715278,0.722222,0.715278,0.722222,0.310010,30600
AOS,1985-01-08,0.722222,0.729167,0.722222,0.729167,0.312991,18000
AOS,1985-01-09,0.743056,0.750000,0.743056,0.750000,0.321934,48600
AOS,1985-01-10,0.750000,0.750000,0.750000,0.750000,0.321934,3600
AOS,1985-01-11,0.763889,0.777778,0.763889,0.777778,0.333857,61200
AOS,1985-01-14,0.777778,0.777778,0.763889,0.763889,0.327895,73800
AOS,1985-01-15,0.777778,0.784722,0.777778,0.784722,0.336838,45000
AOS,1985-01-16,0.798611,0.812500,0.798611,0.812500,0.348762,151200
AOS,1985-01-17,0.826389,0.847222,0.826389,0.847222,0.363666,108000
AOS,1985-01-18,0.854167,0.875000,0.854167,0.854167,0.366647,64800
AOS,1985-01-21,0.847222,0.847222,0.840278,0.840278,0.360685,21600
AOS,1985-01-22,0.840278,0.888889,0.826389,0.833333,0.357704,252000
AOS,1985-01-23,0.833333,0.847222,0.826389,0.840278,0.360685,70200
AOS,1985-01-24,0.840278,0.861111,0.840278,0.861111,0.369627,77400
AOS,1985-01-25,0.861111,0.861111,0.840278,0.840278,0.360685,82800
AOS,1985-01-28,0.840278,0.861111,0.826389,0.861111,0.369627,70200
AOS,1985-01-29,0.861111,0.888889,0.847222,0.881944,0.378570,140400
AOS,1985-01-30,0.881944,0.902778,0.868056,0.875000,0.375589,136800
AOS,1985-01-31,0.875000,0.881944,0.861111,0.881944,0.378570,111600
AOS,1985-02-01,0.881944,0.881944,0.861111,0.868056,0.372609,48600
AOS,1985-02-04,0.861111,0.861111,0.854167,0.854167,0.366647,9000
AOS,1985-02-05,0.861111,0.875000,0.861111,0.861111,0.369627,77400
AOS,1985-02-06,0.861111,0.875000,0.861111,0.875000,0.375589,18000
AOS,1985-02-07,0.881944,0.888889,0.881944,0.881944,0.378570,39600
AOS,1985-02-08,0.888889,0.895833,0.888889,0.888889,0.381551,54000
AOS,1985-02-11,0.888889,0.895833,0.881944,0.888889,0.381551,57600
AOS,1985-02-12,0.888889,0.895833,0.875000,0.888889,0.381551,64800
AOS,1985-02-13,0.888889,0.888889,0.875000,0.875000,0.375589,45000
AOS,1985-02-14,0.875000,0.895833,0.875000,0.888889,0.381551,54000
AOS,1985-02-15,0.888889,0.895833,0.888889,0.888889,0.381551,25200
AOS,1985-02-19,0.888889,0.895833,0.888889,0.895833,0.384532,7200
AOS,1985-02-20,0.895833,0.895833,0.888889,0.888889,0.381551,27000
AOS,1985-02-21,0.888889,0.895833,0.881944,0.895833,0.384532,37800
AOS,1985-02-22,0.895833,0.895833,0.881944,0.881944,0.378570,23400
AOS,1985-02-25,0.875000,0.875000,0.875000,0.875000,0.375589,10800
AOS,1985-02-26,0.881944,0.888889,0.881944,0.888889,0.381551,77400
AOS,1985-02-27,0.888889,0.888889,0.888889,0.888889,0.381551,3600
